Name,Price,Area,Bedrooms,Description,Energy_rating,Agency
2 bedroom luxury Flat for sale in Dubai,Price in application,125 m²,2,"A sanctuary of serene living, Park Point features elegant one-, two- and three-bedroom apartments and duplexes ranging from 668 to 2770 square meters. Furnished with fabulous facilities, overlooking green spaces and turquoise pools with views of Burj Khalifa in the distance, there is no place you would rather be.For more details please call:INDER 055-3211999BRN: 25891or contactR.K. Property Real Estate Broker04-4239010ORN: 11838We apologize if the phone is busy or is not attended, please leave a simple text message stating your name and requirement, you'll be responded as soon as possible.                            </span>",Missing,https://www.luxuryestate.com/a11701365-rk-property-real-estate
2 bedroom luxury Apartment for sale in Dubai,Price in application,128 m²,2,"The luxurious towers consist of 65 and 53 floors. They both offer amazing views of the Tower and Burj Khalifa thanks to the large windows. The first-class design of the buildings impresses with its simplicity and elegance at the same time. Furthermore, there is a lobby at the podium.Address Harbour Point features 1-3 bedroom apartments which general number is 202 in two towers. All of them are fully-equipped and can boast up-to-date fittings. Every apartment has amazing views and a lot of daylight. A modern kitchen, a cosy bedroom and a stylish living room make the residence an ideal place to live in. The apartments have a balcony or a terrace which can become the favorite place for rest with family or friends. The impressive Downtown Skyline adds a special atmosphere that all residents can easily enjoy.For more details please call:INDER 055-3211999BRN: 25891or contactR.K. Property Real Estate Broker04-4239010ORN: 11838We apologize if the phone is busy or is not attended, please leave a simple text message stating your name and requirement, you'll be responded as soon as possible.                            </span>",Missing,https://www.luxuryestate.com/a11701365-rk-property-real-estate
"2 bedroom luxury Flat for sale in Dubai, United Arab Emirates",Price in application,106 m²,2,"The premier residence of Emaar Beachfront, Beach Vista is comprised of two stately towers connected by a podium level with a sea-facing swimming pool. And just when you thought it couldn’t get any better—a 750-meter white powdery beach beckons you on either side of your home.Emaar Beachfront is an island destination with an accessible, perfectly connected address. Dubai Marina, the Palm, and JBR will all be accessible within minutes, while the city's main hotspots such as Downtown Dubai are only a joyride away.For more details please call:INDER 055-3211999BRN: 25891or contactR.K. Property Real Estate Broker04-4239010ORN: 11838We apologize if the phone is busy or is not attended, please leave a simple text message stating your name and requirement, you'll be responded as soon as possible.                            </span>",Missing,https://www.luxuryestate.com/a11701365-rk-property-real-estate
2 bedroom luxury Apartment for sale in Dubai,Price in application,103 m²,2,"Marina Vista provides the charm of living on a private island in the form of Palm Jumeirah. Here you can live the seafront life that you have always been dreaming about. This location in Dubai can be considered one of the most prestigious and is one of the first when entering the Palm island. Conveniently located near Sheikh Zayed Road, Marina Vista is close to any interesting sight in Dubai. On Palm Jumeirah, each villa and residential complex has its own private beach and Marina Vista is no exception. The Palm neighborhood can be best described as luxury living at its finest and a place where the best restaurants, cafes, and entertainment facilities are lined up. Marina Vista offers Miami style living, meaning that there is easy access to beach sports, yachting, and the gym. The marvelous swimming pool offers residents the opportunity to soak up the fantastic environment and fully enjoy the majestic views. The meticulously designed towers offer residents the opportunity to wake up in the morning with the views of the sunrise over the harbor filled with exclusive yachts. The beauty of the area is unrivaled and can be enjoyed from every apartment in the building.For more details please call:INDER 055-3211999BRN: 25891or contactR.K. Property Real Estate Broker04-4239010ORN: 11838We apologize if the phone is busy or is not attended, please leave a simple text message stating your name and requirement, you'll be responded as soon as possible.                            </span>",Missing,https://www.luxuryestate.com/a11701365-rk-property-real-estate
"3 bedroom luxury Apartment for sale in Dubai Creek Harbour, Creek Rise, Dubai ","790,700€",153 m²,3,"Creek Rise comprises two beautifully designed residential high-rises with unparalleled views overlooking the Creek Island’s lush parkland. Set in a family-oriented neighbourhood, its one, two and three-bedroom apartments range from 72 to 152 square metres of sheer elegance.Amenities:- Creek Marina- Yacht club- Private pools- Gym &amp; children’s area- Retail, café &amp; restaurantsAmenities:- Creek Marina- Yacht club- Private pools- Gym &amp; children’s area- Retail, café &amp; restaurants                            </span>",1,https://www.luxuryestate.com/a11143763-ikeys
Luxury Apartment for sale in Dubai,Price in application,80 m²,1,"Property features:• Elevators are located in the corner so privacy and serenity is maintained• Spacious apartments• High ceiling of 3m in the full apartment• Marble flooring in the full apartment• Feature marble walls in the kitchen and master bathroom• Full height double glazing with German Wicona lift and slide façade system• Large terraces with glass balustrades and direct access from living and bedrooms• No columns or obstructive structures in the interiors• Bespoke crafted and fitted wardrobes and walk-in closets with integrated lighting and full height mirrors• High-quality European appliances - Siemens gas cooktop, Siemens gas oven, SMEG integrated fridge/freezer, SMEG integrated dishwasher, SMEG integrated rangehood• Contemporary Italian kitchen featuring Quartz benchtops with breakfast bar• Bagno Design sanitaryware• Vanity counter with double sinks• Master bathroom equipped with rain shower and bath• Home automation system enabled with lighting, air conditioning, curtains and AV• Residences are fully pre-wired for high-speed internetand phoneThe Sterling by OMNIYAT is a luxury residential development consisting of 2 stunning twin towers located in the heart of Dubai, nestled between the Burj Khalifa District and the Dubai Water Canal. With a façade featuring a matte silver finish, The Sterling’s platinum twin towers stand out as the gems of Dubai, mirroring the life of the city and glistening with its lights and stars in the darkness of night.*Photos are for illustrative purposes only*For more details please call:INDER 055-3211999BRN: 25891or contactR.K. Property Real Estate Broker04-4239010ORN: 11838We apologize if the phone is busy or is not attended, please leave a simple text message stating your name and requirement, you'll be responded as soon as possible.                            </span>",Missing,https://www.luxuryestate.com/a11701365-rk-property-real-estate
1 bedroom luxury Apartment for sale in Dubai,Price in application,91 m²,1,"Property features:• Elevators are located in the corner so privacy and serenity is maintained• Spacious apartments• High ceiling of 3m in the full apartment• Marble flooring in the full apartment• Feature marble walls in the kitchen and master bathroom• Full height double glazing with German Wicona lift and slide façade system• Large terraces with glass balustrades and direct access from living and bedrooms• No columns or obstructive structures in the interiors• Bespoke crafted and fitted wardrobes and walk-in closets with integrated lighting and full height mirrors• High-quality European appliances - Siemens gas cooktop, Siemens gas oven, SMEG integrated fridge/freezer, SMEG integrated dishwasher, SMEG integrated rangehood• Contemporary Italian kitchen featuring Quartz benchtops with breakfast bar• Bagno Design sanitaryware• Vanity counter with double sinks• Master bathroom equipped with rain shower and bath• Home automation system enabled with lighting, air conditioning, curtains and AV• Residences are fully pre-wired for high-speed internetand phoneThe Sterling by OMNIYAT is a luxury residential development consisting of 2 stunning twin towers located in the heart of Dubai, nestled between the Burj Khalifa District and the Dubai Water Canal. With a façade featuring a matte silver finish, The Sterling’s platinum twin towers stand out as the gems of Dubai, mirroring the life of the city and glistening with its lights and stars in the darkness of night.*Photos are for illustrative purposes only*For more details please call:INDER 055-3211999BRN: 25891or contactR.K. Property Real Estate Broker04-4239010ORN: 11838We apologize if the phone is busy or is not attended, please leave a simple text message stating your name and requirement, you'll be responded as soon as possible.                            </span>",Missing,https://www.luxuryestate.com/a11701365-rk-property-real-estate
1 bedroom luxury Apartment for sale in Dubai,Price in application,89 m²,1,"Property features:• Elevators are located in the corner so privacy and serenity is maintained• Spacious apartments• High ceiling of 3m in the full apartment• Marble flooring in the full apartment• Feature marble walls in the kitchen and master bathroom• Full height double glazing with German Wicona lift and slide façade system• Large terraces with glass balustrades and direct access from living and bedrooms• No columns or obstructive structures in the interiors• Bespoke crafted and fitted wardrobes and walk-in closets with integrated lighting and full height mirrors• High-quality European appliances - Siemens gas cooktop, Siemens gas oven, SMEG integrated fridge/freezer, SMEG integrated dishwasher, SMEG integrated rangehood• Contemporary Italian kitchen featuring Quartz benchtops with breakfast bar• Bagno Design sanitaryware• Vanity counter with double sinks• Master bathroom equipped with rain shower and bath• Home automation system enabled with lighting, air conditioning, curtains and AV• Residences are fully pre-wired for high-speed internetand phoneThe Sterling by OMNIYAT is a luxury residential development consisting of 2 stunning twin towers located in the heart of Dubai, nestled between the Burj Khalifa District and the Dubai Water Canal. With a façade featuring a matte silver finish, The Sterling’s platinum twin towers stand out as the gems of Dubai, mirroring the life of the city and glistening with its lights and stars in the darkness of night.*Photos are for illustrative purposes only*For more details please call:INDER 055-3211999BRN: 25891or contactR.K. Property Real Estate Broker04-4239010ORN: 11838We apologize if the phone is busy or is not attended, please leave a simple text message stating your name and requirement, you'll be responded as soon as possible.                            </span>",Missing,https://www.luxuryestate.com/a11701365-rk-property-real-estate
Luxury Apartment for sale in Dubai,Price in application,94 m²,1,"Vida Residences Emirates HillsRest. Unwind. Recharge. Enjoy the greens.Take a break from the city at Emirates Hills. Admire the glistening skyscrapers from your balcony. Escape the sounds of stationary cars and impatient drivers, the tall buildings that loom way above you. Luxury awaits just out of earshot of Downtown Dubai. Come to Vida, indulge yourself in the city of gold.Amenities:*Purina Pet Playground - Complimentary use for dining or staying guests- Fully equipped for the furry ones*Pet-Friendly Rooms- Dedicated pet zones- Pet playground available- Pet accessories and beds available upon request* Cooking Hub- Available for long staying guests- Private Storage- Sanitized regularly* Co-Working Spaces- Charging stations- Complimentary WiFi- MacBook available*Fitness Centre - Private training room- Sanitized regularly* Infinity Pool*Ride-On - Complimentary use for inhouse guests- Bike around the Hills- Sustainable bikes from Chaircycles_________________________________For more details please call:INDER 055-3211999BRN: 25891or contactR.K. Property Real Estate Broker04-4239010ORN: 11838We apologize if the phone is busy or is not attended, please leave a simple text message stating your name and requirement, you'll be responded to as soon as possible.                            </span>",Missing,https://www.luxuryestate.com/a11701365-rk-property-real-estate
"Luxury Apartment for sale in Dubai, United Arab Emirates",Price in application,260 m²,2,"Dubai Creek Harbour Emaar will be both a financially viable and ecologically responsible city, built with future generations in mind, using every innovation to minimize its environmental impact. This world-class development will offer spectacular views of the creek and Dubai skyline.For more details please call:INDER 055-3211999BRN: 25891or contactR.K. Property Real Estate Broker04-4239010ORN: 11838We apologize if the phone is busy or is not attended to, please leave a simple text message stating your name and requirement, you'll be responded to as soon as possible.                            </span>",Missing,https://www.luxuryestate.com/a11701365-rk-property-real-estate
2 bedroom luxury Apartment for sale in Dubai,Price in application,117 m²,2,"Set only a few steps away from the glimmering bay and the vibrant marina, SUNRISE BAY is a beautifully crafted building inspired by modern yachting culture.With private beach access, unparalleled views of the turquoise sea and the Dubai Marina, as well as luxurious amenities, SUNRISE BAY gives its residents a unique opportunity to live the island life, in the city.For more details please call/Whatsapp:INDER 055-3211999BRN: 25891or contactR.K. Property Real Estate Broker04-4239010ORN: 11838We apologize if the phone is busy or is not attended to, please leave a simple text message stating your name and requirement, you'll be responded to as soon as possible.                            </span>",Missing,https://www.luxuryestate.com/a11701365-rk-property-real-estate
Luxury Apartment for sale in Dubai,Price in application,117 m²,2,"Set only a few steps away from the glimmering bay and the vibrant marina, SUNRISE BAY is a beautifully crafted building inspired by modern yachting culture.With private beach access, unparalleled views of the turquoise sea and the Dubai Marina, as well as luxurious amenities, SUNRISE BAY gives its residents a unique opportunity to live the island life, in the city.For more details please call/Whatsapp:INDER 055-3211999BRN: 25891or contactR.K. Property Real Estate Broker04-4239010ORN: 11838We apologize if the phone is busy or is not attended to, please leave a simple text message stating your name and requirement, you'll be responded to as soon as possible.                            </span>",Missing,https://www.luxuryestate.com/a11701365-rk-property-real-estate
"2 bedroom luxury Flat for sale in Dubai, United Arab Emirates",Price in application,104 m²,2,"The luxurious towers consist of 65 and 53 floors. They both offer amazing views of the Tower and Burj Khalifa thanks to the large windows. The first-class design of the buildings impresses with its simplicity and elegance at the same time. Furthermore, there is a lobby at the podium.Address Harbour Point features 1-3 bedroom apartments which general number is 202 in two towers. All of them are fully-equipped and can boast up-to-date fittings. Every apartment has amazing views and a lot of daylight. A modern kitchen, a cosy bedroom and a stylish living room make the residence an ideal place to live in. The apartments have a balcony or a terrace which can become the favorite place for rest with family or friends. The impressive Downtown Skyline adds a special atmosphere that all residents can easily enjoy.For more details please call:INDER 055-3211999BRN: 25891or contactR.K. Property Real Estate Broker04-4239010ORN: 11838We apologize if the phone is busy or is not attended, please leave a simple text message stating your name and requirement, you'll be responded as soon as possible.                            </span>",Missing,https://www.luxuryestate.com/a11701365-rk-property-real-estate
Development Land in Dubai,Price in application,"8,340 m²","8,340 m²","Total BUA: 89,772.37 sqftPlot Area: 25,649.15 sqft.Zone: Z2Nestled between Jebel Ali Free Zone and Techno Park, Downtown Jebel Ali stretches over four different zones, each having its own parks, plazas, shaded sidewalks, and mid-rise residential complexes with Bedouin-inspired courtyards. Expo 2020 site is closely located making it easier for residents of Downtown Jebel Ali to enjoy and explore this anticipated international event.The district is a key area for growth and development and many investors find it worth their investment.It is a well-planned and well-built suburban town connected to:- Palm Jumeirah - 16 mins drive- Al Maktoum International Airport - 26 mins drive- La Mer by Meraas - 33 mins drive- Mall of the Emirate - 19 mins drive- Dubai Mall - 24 mins drive- Burj Al Arab - 21 mins drive- Ibn Battuta Mall - 12 mins drive- The Walk JBR - 17 mins drive- Dubai International Airport - 32 mins drive*Photos are for illustrative purposes only*For more details please call:INDER 055-3211999BRN: 2589or contactR.K. Property Real Estate Broker04-4239010ORN: 11838We apologize if the phone is busy or is not attended, please leave a simple text message stating your name and requirement, you'll be responded soon as possible.                            </span>",Missing,https://www.luxuryestate.com/a11701365-rk-property-real-estate
Land Available in Dubai,Price in application,"8,338 m²","8,338 m²","Total BUA: 89,758.95 sqftPlot Area: 25,645.32 sqft.Zone: Z2Nestled between Jebel Ali Free Zone and Techno Park, Downtown Jebel Ali stretches over four different zones, each having its own parks, plazas, shaded sidewalks, and mid-rise residential complexes with Bedouin-inspired courtyards. Expo 2020 site is closely located making it easier for residents of Downtown Jebel Ali to enjoy and explore this anticipated international event.The district is a key area for growth and development and many investors find it worth their investment.It is a well-planned and well-built suburban town connected to:- Palm Jumeirah - 16 mins drive- Al Maktoum International Airport - 26 mins drive- La Mer by Meraas - 33 mins drive- Mall of the Emirate - 19 mins drive- Dubai Mall - 24 mins drive- Burj Al Arab - 21 mins drive- Ibn Battuta Mall - 12 mins drive- The Walk JBR - 17 mins drive- Dubai International Airport - 32 mins drive*Photos are for illustrative purposes only*For more details please call:INDER 055-3211999BRN: 2589or contactR.K. Property Real Estate Broker04-4239010ORN: 11838We apologize if the phone is busy or is not attended, please leave a simple text message stating your name and requirement, you'll be responded soon as possible.                            </span>",Missing,https://www.luxuryestate.com/a11701365-rk-property-real-estate
Luxury Apartment for sale in Dubai,Price in application,183 m²,1,"Property Features: - Direct access to Canal - Burj Khalifa view- Elegantly appointed lobbies and elevators bank - Efficiently designed layouts- Stylish interiors design- Well-equipped kitchen spaces - Modern finishes - Waterfront infinity pool- 360 Views- Conveniently located in the recreational area15 Northside is the fifteenth development by a leading real estate developer. Spread over 21 floors, the development offers 349 apartments, featuring studio, one, two, three, and a select number of four-bedroom apartments. Panoramic waterfront vistas, efficiently designed layouts, premium finishes, full-floor windows allowing bright morning light, and ample storage solutions are the hallmarks of these modern homes. Apartment sizes in the development range from 370 square feet to 3,142 square feet. The anticipated completion date for the development is Q4, 2022.*Photos are for illustrative purposes only*For more details please call:INDER +971 55-3211999BRN: 25891or contactR.K. Property Real Estate Broker+971 4-4239010ORN: 11838We apologize if the phone is busy or is not attended, please leave a simple text message stating your name and requirement, you'll be responded as soon as possible.                            </span>",Missing,https://www.luxuryestate.com/a11701365-rk-property-real-estate
"3 bedroom luxury Apartment for sale in Dubai, United Arab Emirates",Price in application,138 m²,3,"Make yourself at home in SUMMER. A stunning beach-sidecommunity with blissful green courtyards, a rich mix of retailand leisure amenities, and iconic lifestyle offerings everywhich way you go.For more details please call/Whatsapp:INDER 055-3211999BRN: 25891or contactR.K. Property Real Estate Broker04-4239010ORN: 11838We apologize if the phone is busy or is not attended to, please leave a simple text message stating your name and requirement, you'll be responded to as soon as possible.                            </span>",Missing,https://www.luxuryestate.com/a11701365-rk-property-real-estate
"2 bedroom luxury Apartment for sale in Dubai, United Arab Emirates",Price in application,158 m²,2,"Golf Suites is located at Dubai Hills Estate, more often simply called Dubai Hills. This is a luxury villa neighborhood that is centered around the 18-hole championship golf course. Located just off Emirates Road, Al Khail Road, and Sheikh Mohammed Bin Zayed Road, the area is located not far away from Downtown and the two main airports of Dubai. This makes it a great place for those who work in neighboring areas such as Internet City and Dubai Media City. Dubai Hills is a master development carried out by Emaar Properties and Meraas Development.Golf Suites is the ideal place to live, work, and play. The central clubhouse is the place where you can find lots of things to do. You can work-out in the gym, meet with friends, family or neighbors for lunch in the cafe or have a BBQ at the designated area. Furthermore, there are nurseries, schools and a hospital nearby. The Dubai Golf Club gives access to an 18-hole championship golf course but also provides an array of dining options and numerous retail areas.For more details please call:INDER 055-3211999BRN: 25891or contactR.K. Property Real Estate Broker04-4239010ORN: 11838We apologize if the phone is busy or is not attended, please leave a simple text message stating your name and requirement, you'll be responded as soon as possible.                            </span>",Missing,https://www.luxuryestate.com/a11701365-rk-property-real-estate
2 bedroom luxury Apartment for sale in Dubai ,"2,951,000€",248 m²,2,</span>,New/Under construction,https://www.luxuryestate.com/a1946737-immotrading-gmbh
"Luxury Apartment for sale in Dubai, United Arab Emirates",Price in application,135 m²,2,"Selling Price: AED 2,556,000/-Size: 1,463 sqftCity Walk is a unique offering by Meraas that creates a space where residents can experience urban sophistication. Designed for discerning individuals with impeccable taste, City Walk features intelligent and harmonious architecture fringed with low-rise pavilion-style buildings for residents and visitors to meet, socialize, shop, dine or stroll around the tree-lined walkways while enjoying the spectacular views of Dubai’s stunning skyline.The City Walk Residences harmoniously combine a mix of diverse unit areas and categories to create a large, welcoming community. Each building within the community offers exclusive views of Dubai and of the entire destination from different perspectives.For more details please call:INDER 055-3211999BRN: 25891or contactR.K. Property Real Estate Broker04-4239010ORN: 11838We apologize if the phone is busy or is not attended, please leave a simple text message stating your name and requirement, you'll be responded as soon as possible.                            </span>",Missing,https://www.luxuryestate.com/a11701365-rk-property-real-estate
Luxury Apartment for sale in Dubai,Price in application,141 m²,2,"The luxurious towers consist of 65 and 53 floors. They both offer amazing views of the Tower and Burj Khalifa thanks to the large windows. The first-class design of the buildings impresses with its simplicity and elegance at the same time. Furthermore, there is a lobby at the podium.Address Harbour Point features 1-3 bedroom apartments which general number is 202 in two towers. All of them are fully-equipped and can boast up-to-date fittings. Every apartment has amazing views and a lot of daylight. A modern kitchen, a cosy bedroom and a stylish living room make the residence an ideal place to live in. The apartments have a balcony or a terrace which can become the favorite place for rest with family or friends. The impressive Downtown Skyline adds a special atmosphere that all residents can easily enjoy.For more details please call:INDER 055-3211999BRN: 25891or contactR.K. Property Real Estate Broker04-4239010ORN: 11838We apologize if the phone is busy or is not attended, please leave a simple text message stating your name and requirement, you'll be responded as soon as possible.                            </span>",Missing,https://www.luxuryestate.com/a11701365-rk-property-real-estate
Luxury Apartment for sale in Dubai,Price in application,133 m²,2,"The luxurious towers consist of 65 and 53 floors. They both offer amazing views of the Tower and Burj Khalifa thanks to the large windows. The first-class design of the buildings impresses with its simplicity and elegance at the same time. Furthermore, there is a lobby at the podium.Address Harbour Point features 1-3 bedroom apartments which general number is 202 in two towers. All of them are fully-equipped and can boast up-to-date fittings. Every apartment has amazing views and a lot of daylight. A modern kitchen, a cosy bedroom and a stylish living room make the residence an ideal place to live in. The apartments have a balcony or a terrace which can become the favorite place for rest with family or friends. The impressive Downtown Skyline adds a special atmosphere that all residents can easily enjoy.For more details please call:INDER 055-3211999BRN: 25891or contactR.K. Property Real Estate Broker04-4239010ORN: 11838We apologize if the phone is busy or is not attended, please leave a simple text message stating your name and requirement, you'll be responded as soon as possible.                            </span>",Missing,https://www.luxuryestate.com/a11701365-rk-property-real-estate
"3 bedroom luxury Apartment for sale in Dubai, United Arab Emirates",Price in application,199 m²,3,"The Hills Dubai is a modern and luxurious development located at the beautiful location of Dubai Hills Estate. It is an exceptional development by Emaar Properties lying around the Sheikh Zayed Road in Dubai Marina. This development features elegantly designed 1, 2, and 3 bedroom apartments. It offers a cluster of 12-15 storey high-rise buildings featuring luxurious residential units that are equipped with the finest of amenities and facilities. The Hills Dubai is located right opposite the 18-hole championship golf course where the residents can enjoy a great leisure time playing or practicing golf with their friends and families.For more details please call:INDER +971 55-3211999Whatsapp: BRN: 25891or contactR.K. Property Real Estate Broker+971 4-4239010ORN: 11838We apologize if the phone is busy or is not attended, please leave a simple text message stating your name and requirement, you'll be responded to as soon as possible.                            </span>",Missing,https://www.luxuryestate.com/a11701365-rk-property-real-estate
3 bedroom luxury Flat for sale in Dubai,Price in application,151 m²,3,"Payment Plan:50% - Payable on handover50% - after the handover within 24 monthsPost Handover Payment plan for 2 yearsCreek Horizon consists of 2 high-rise residential towers that come with 2 basement floors (reserved for parking), a ground floor (where you can find the lobby and retail), 3 podium floors, 36 residential floors and 2 rooftop floors that speckled with amenities and gardens.Creek Horizon, just like the other developments at Creek Harbour, comes with an abundance of amenities. The sprawling swimming pool is the perfect place to escape the heat while the surrounding greenery protects you from the sun. Indoors you can find the multi-purpose room, that can be used for anything from a celebration to a business meeting. The game rooms and kids’ play area are great places to entertain the younger generation while the relaxation lounge is a good option for adults. Furthermore, there is a gym, sauna, steam rooms, cafes, and restaurants.For more details please call:INDER 055-3211999BRN: 25891or contactR.K. Property Real Estate Broker04-4239010ORN: 11838We apologize if the phone is busy or is not attended, please leave a simple text message stating your name and requirement, you'll be responded as soon as possible.                            </span>",Missing,https://www.luxuryestate.com/a11701365-rk-property-real-estate
2 bedroom luxury Flat for sale in Dubai,Price in application,118 m²,2,"RK Property is proud to present Cavalli Tower, overlooking the Palm and crafted to take your breath away, this architectural masterpiece is exclusively for the discerning few. This is where iconic experiences abound in a 70-story luxury tower calling for those who live life, limitless. Cavalli Tower is conceptualized by Shaun Killa, award-winning architect and design partner at Killa Design, whose list of achievements was most recently topped by the extraordinary Museum of the Future on Sheikh Zayed Road, Dubai. • The only Cavalli-branded tower in the world • Front-facing designer apartments with beach access• 24/7 views of the Palm, Burj Al Arab and Dubai skyline• Unrivalled water features including artificial beach &amp; private pools• Access to the Westin Mina Seyahi private beach, waterpark membership and 25% discount on F&amp;BThe front-facing apartments feature flexible kitchens fitted with artwork wall separations that transform your living room into a space to entertain your discerning guests. Also on show are lush bathrooms and bedrooms with free-standing bathtubs and glass operable partitions. • 24-hour Butler • Housekeeping (à la carte) • Babysitting • Personal Trainer • In-room Spa Treatment • Valet Laundry• In-room Chef Services • Apartment Styling • In-room Gardening • Event Planning • In-house*All Pictures shown are for illustration purpose only*For more details please call:INDER 055-3211999BRN: 25891or contactR.K. Property Real Estate Broker04-4239010ORN: 11838We apologize if the phone is busy or is not attended, please leave a simple text message stating your name and requirement, you'll be responded as soon as possible.                            </span>",Missing,https://www.luxuryestate.com/a11701365-rk-property-real-estate
Luxury Flat for sale in Dubai,Price in application,118 m²,2,"RK Property is proud to present Cavalli Tower, overlooking the Palm and crafted to take your breath away, this architectural masterpiece is exclusively for the discerning few. This is where iconic experiences abound in a 70-story luxury tower calling for those who live life, limitless. Cavalli Tower is conceptualized by Shaun Killa, award-winning architect and design partner at Killa Design, whose list of achievements was most recently topped by the extraordinary Museum of the Future on Sheikh Zayed Road, Dubai. • The only Cavalli-branded tower in the world • Front-facing designer apartments with beach access• 24/7 views of the Palm, Burj Al Arab and Dubai skyline• Unrivalled water features including artificial beach &amp; private pools• Access to the Westin Mina Seyahi private beach, waterpark membership and 25% discount on F&amp;BThe front-facing apartments feature flexible kitchens fitted with artwork wall separations that transform your living room into a space to entertain your discerning guests. Also on show are lush bathrooms and bedrooms with free-standing bathtubs and glass operable partitions. • 24-hour Butler • Housekeeping (à la carte) • Babysitting • Personal Trainer • In-room Spa Treatment • Valet Laundry• In-room Chef Services • Apartment Styling • In-room Gardening • Event Planning • In-house*All Pictures shown are for illustration purpose only*For more details please call:INDER 055-3211999BRN: 25891or contactR.K. Property Real Estate Broker04-4239010ORN: 11838We apologize if the phone is busy or is not attended, please leave a simple text message stating your name and requirement, you'll be responded as soon as possible.                            </span>",Missing,https://www.luxuryestate.com/a11701365-rk-property-real-estate
3 bedroom luxury Apartment for sale in Dubai,Price in application,206 m²,3,"Payment Plan:40% Down Payment 15% 6 months from Booking 15% 12 months from Booking15% 18 months from Booking 15% 24 months from BookingRising high as a central masterpiece in the residential community, Jumeirah Village Circle, is Hameni Residences by Zaya. The same developer behind the gorgeous Nurai Island and the lush Al Barari, known for delivering incredible luxury and aesthetics. The 31-story residential tower features studious,1, 2, 3, and 4BR apartments, duplexes, and penthouses styled with neutrally toned finishes, functional layouts, lush green landscapes, and unobstructed views of the Dubai Marina, to complete a kind of home you and your family deserve to live in.For more details please call:INDER 055-3211999BRN: 25891or contactR.K. Property Real Estate Broker04-4239010ORN: 11838We apologize if the phone is busy or is not attended, please leave a simple text message stating your name and requirement, you'll be responded as soon as possible.                            </span>",Missing,https://www.luxuryestate.com/a11701365-rk-property-real-estate
"2 bedroom luxury Apartment for sale in Dubai, United Arab Emirates",Price in application,126 m²,2,"RK Property is proud to present Cavalli Tower, overlooking the Palm and crafted to take your breath away, this architectural masterpiece is exclusively for the discerning few. This is where iconic experiences abound in a 70-story luxury tower calling for those who live life, limitless. Cavalli Tower is conceptualized by Shaun Killa, award-winning architect and design partner at Killa Design, whose list of achievements was most recently topped by the extraordinary Museum of the Future on Sheikh Zayed Road, Dubai. • The only Cavalli-branded tower in the world • Front-facing designer apartments with beach access• 24/7 views of the Palm, Burj Al Arab and Dubai skyline• Unrivalled water features including artificial beach &amp; private pools• Access to the Westin Mina Seyahi private beach, waterpark membership and 25% discount on F&amp;BThe front-facing apartments feature flexible kitchens fitted with artwork wall separations that transform your living room into a space to entertain your discerning guests. Also on show are lush bathrooms and bedrooms with free-standing bathtubs and glass operable partitions. • 24-hour Butler • Housekeeping (à la carte) • Babysitting • Personal Trainer • In-room Spa Treatment • Valet Laundry• In-room Chef Services • Apartment Styling • In-room Gardening • Event Planning • In-house*All Pictures shown are for illustration purpose only*For more details please call:INDER 055-3211999BRN: 25891or contactR.K. Property Real Estate Broker04-4239010ORN: 11838We apologize if the phone is busy or is not attended, please leave a simple text message stating your name and requirement, you'll be responded as soon as possible.                            </span>",Missing,https://www.luxuryestate.com/a11701365-rk-property-real-estate
Land Available in Dubai,Price in application,"1,017 m²","1,017 m²","Hartland Waves, by the Waterfront District, is a crip clean 35-storey modern architecture that stands tall in front of the 1.8 km boardwalk that Sobha Hartland enjoys on its waterfront side. The facade is a simple play of horizontal and vertical forms that give uninterrupted 360-degree views from every home in the tower, to enjoy the sunrises of every beautiful day. The two acute corners have a vertical emphasis leading the eye to a lightweight floating roof giving a sense of breeziness and lightness to it. Hartland waves will be the first across the Waterfront District of Sobha Hartland.Waves at the Waterfront District of Sobha Hartland offers you living spaces that accommodate your entire world. Every inch of space in your new apartment has been optimally utilized, to make it even more expansive. You feel it from the moment you walk through the main door across every room of your home. Every small detail has been looked into, to make every moment spent here unforgettable.For more details please call:INDER 055-3211999BRN: 25891or contactR.K. Property Real Estate Broker04-4239010ORN: 11838We apologize if the phone is busy or is not attended, please leave a simple text message stating your name and requirement, you'll be responded as soon as possible.                            </span>",Missing,https://www.luxuryestate.com/a11701365-rk-property-real-estate
"Building Land in Dubai, United Arab Emirates",Price in application,"1,022 m²","1,022 m²","Hartland Waves, by the Waterfront District, is a crip clean 35-storey modern architecture that stands tall in front of the 1.8 km boardwalk that Sobha Hartland enjoys on its waterfront side. The facade is a simple play of horizontal and vertical forms that give uninterrupted 360-degree views from every home in the tower, to enjoy the sunrises of every beautiful day. The two acute corners have a vertical emphasis leading the eye to a lightweight floating roof giving a sense of breeziness and lightness to it. Hartland waves will be the first across the Waterfront District of Sobha Hartland.Waves at the Waterfront District of Sobha Hartland offers you living spaces that accommodate your entire world. Every inch of space in your new apartment has been optimally utilized, to make it even more expansive. You feel it from the moment you walk through the main door across every room of your home. Every small detail has been looked into, to make every moment spent here unforgettable.For more details please call:INDER 055-3211999BRN: 25891or contactR.K. Property Real Estate Broker04-4239010ORN: 11838We apologize if the phone is busy or is not attended, please leave a simple text message stating your name and requirement, you'll be responded as soon as possible.                            </span>",Missing,https://www.luxuryestate.com/a11701365-rk-property-real-estate
